_gddid	words	year	expected_lat	intersection_lat	expected_long	intersection_long	dms_regex	dd_regex
5abf6386cf58f19a104f1e50	['In', 'a', 'study', 'of', 'the', 'vertical', 'micro-zonation', 'of', 'testate', 'amoebae', 'from', 're', '-', '18', 'Hummock', 'H.M.', 'Roe', 'et', 'al.', '/', 'European', 'Journal', 'of', 'Protistology', '60', '-LRB-', '2017', '-RRB-', '13', '--', '27', 'Transition', 'zone', 'AAArrsccseeullllliaanacdiastmicunoisudcsoetrsyutpyempe', 'TTTPEEBAPNHHCHNHCCCNNHHC', '%', 'CrriiosshuuuyyyyaeeeeeeeheetllilorlsLgnecabnagbganbbnrbiillllllaneeytttrluneueeeoenvrrrloyycooolllloogiioodnooouctpppsssmeapaapaalnnrpoopppoyphphpnateengaayodtipyyyxrrruilhahahrmmiemixcifiliniexxxsiaantflleeesiiiaanshtilcntndesttssstannnuissiiiieuaroaaiabayonpharmrraaaagrlaaaairigaierncdhedcvccerinciassoeonerer', '-LRB-', 'aalauuclctuuauvsfllgtllologdieuaenbaeaeuloupupallncfigsciilataasaothvaatttdtsmiayailsdanaeaai/vcppasstctasaoevlyyluaimlpprs3eeedsixs1c0oi0', '-RRB-', 'des', 'BMuolikstdureenscitoynt', '-LRB-', 'eg/nct', '-LRB-', 'm3', '%', '-RRB-', '-RRB-', 'A', '0', '1', '2', '3', '4', '5', 'Depth', '-LRB-', 'cm', '-RRB-', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '0', '0', '0', '20', '40', '60', '80', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '20', '40', '0', '0', '20', '0', '20', '0', '20', '0', '0', '0', '0', '0', '20', '0', '0', '10', '20', '0', '1', '150', '200\xa03600\xa013200', '0', '20', '40', '85', '87', '89', '91', '0.06', '0.10', '%', '100', '-RRB-', 'Depth', 'to', 'water', 'table', ':', '40', 'cm', 'x', 'Moisture', 'content', '-LRB-', '%', '-RRB-', 'Bulk', 'density', '-LRB-', 'g/cm3', '-RRB-', '-LRB-', 'tests/cm3', 'Concentration', '%', 'Living', 'Transition', 'zone', 'Assulina', 'muscorum', 'TTTTPBAHHCCCrrrliiisouhyyeelltarlsgngcanilleyatdulnennlrooogiooooupsmcpanclpppypoaeaneayyyxrrrlhuieixxilsxiiaalesinanetssnsnasiieamynaraaielaamrricdxncvcicserneuoaulculultloluisatubeopakcfialaomeatdladeaivetstaayopnse', 'Depth', '-LRB-', 'cm', '-RRB-', 'B', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', 'Unhumified', ',', 'living', 'Sphagnum', '-LRB-', 'green', 'stems', '-RRB-', 'Humified', 'Sphagnum', 'peat', 'Transition', 'zone', '-LRB-', 'see', 'Fig.', '2', '-RRB-', 'Live', 'specimens', '0', '20', '40', '60', '0', '20', '0', '0', '0', '20', '0', '0', '20', '0', '20', '0', '20', '40', '0', '20', '0', '0', '1', '2', '96\xa0128\xa0160\xa02400', '8800', '0', '8', '16', '79', '83', '87', '0.03', '0.05', '0.07', '%', 'Depth', 'to', 'water', 'table', ':', '72', 'cm', '100', '-RRB-', 'x', 'Moisture', 'content', '-LRB-', '%', 'Bulk', 'density', '-RRB-', '-LRB-', 'tests/cm3', 'TTTTBAPCHCCHCHCErrriiisouhyyeaeeeeutllrlsnggcnannbngillaeytttltrluennnlrrroroogyioooouocotposmpaplnrppppopyppaenhaayyoyyyxrruylhieaixxcilsxxxiiaxnlesiiiaitnhtesssssanssiuieaaynamrbaacclaaimararicdecaocvinccsnrernesuanlcuuuulcgtlolllusisatibetuoupueaclfirsaliasoaaattdmtacitdteaiavcaasataovtllyayirpspeediscoides', 'Concentration', '%', 'Living', 'Transition', 'zone', 'Assulina', 'muscorum', 'Depth', '-LRB-', 'cm', '-RRB-', 'C', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '0', '20', '40', '60', '0', '200', '0', '0', '0', '0', '0', '20', '40', '600', '0', '0', '20', '0', '0', '0', '0', '0', '1100\xa0140\xa0180', '15', '45', '75', '1050', '10', '20', '65', '75', '85', '90', '0', '0.08', '0.16', '%', 'Depth', 'to', 'water', 'table', ':', '57', 'cm', 'Fig.', '3', '.']	2017	['45']	['45']	['74', '75']	['75']	[]	[]
57fef1b2cf58f1a28473076b	['In', 'this', 'paper', 'we', 'present', 'the', 'results', 'of', 'these', 'analyses', 'and', 'discuss', 'the', 'Holocene', 'changes', 'of', 'treelines', ',', 'tundra', 'vegetation', 'and', 'climate', 'in', 'the', 'light', 'of', 'the', 'new', 'and', 'earlier', 'results', 'from', 'Nunavut', 'and', 'the', 'adjacent', 'central', 'N.W.T.', 'Study', 'region', 'TK-2', 'Lake', '-LRB-', 'unofﬁcial', 'name', '-RRB-', '-LRB-', '66', '2005400N', ',', '104', '5604500W', '-RRB-', 'is', 'located', 'in', 'Nunavut', ',', 'Canada', '-LRB-', 'Fig.', '1', '-RRB-', '.']	2003	['66']	['66']	['104']	['104']	[]	[]
5507a196e1382326932d9643	['Kettle', 'Lake', 'Kettle', 'Lake', '-LRB-', '48', '36.4200', 'N', ',', '103', '37.4460', 'W', ',', '605', 'm', 'a.s.l.', '-RRB-', 'is', 'located', '43', 'km', 'south', 'of', 'the', 'US-Canada', 'border', 'and', '31', 'km', 'east', 'of', 'the', 'North', 'Dakota-Montana', 'border', '-LRB-', 'Figs.', '1', 'and', '2', '-RRB-', ',', 'in', 'Williams', 'County', ',', 'North', 'Dakota', '.']	2011	['48']	['48']	['103']	['103']	[]	[]
5750d8f6cf58f1b1636c1b3d	"['=', 'l', 'o', 'I', '=', 'Teledyne', 'isotopes', 'Depth', 'of', 'Volcanic', 'ash', 'in', 'sediment', '-LRB-', 'cm', '-RRB-', 'ca.', '32Om', 'Lat', '49', ""'"", '29.5', ""'"", 'N', 'Long', '121', '°', '26', ""'"", 'W', '2.55', '9.50', 'clay-gyt', 'tja', '450-460', 'clay-gettja', '665-675', '11', '000f170', '-LRB-', '1-5346', '-RRB-', '11', '430', '&', '150', '-LRB-', '1-6057', '-RRB-', '386-388\xa0436-438', 'ca.', '205', 'rn', 'Lat', '49', ""'"", '29', ""'"", 'N', 'Long', '121', ""'"", '24.3', ""'"", 'W', '11.30', 'clay-gyttja', '655-665', '11', '140f', '260', '-LRB-', '1-6058', '-RRB-', '408-410', '.5', 'Borden', '-LRB-', '1965', ',', '1968', '-RRB-', 'regarding', 'the', 'mode', 'of', 'formation', 'and', 'chronology', 'of', 'the', 'artifact-bearing', 'South', 'Yale', 'terraces', '.']"	1972	['49']	['49']	['121']	['121']	[]	[]
572099d9cf58f1aa422319bd	['Low', 'richness', 'values', 'were', 'consistently', 'observed', 'in', 'the', 'Fosheim', 'region', 'of', 'Ellesmere', 'and', 'Axel', 'Heiberg', 'Islands', ',', 'although', 'the', 'terrestrial', 'vegetation', 'in', 'this', 'relatively', 'warm', 'region', 'is', 'diverse', '1958', 'Journal', 'of', 'Biogeography', '31', ',', '1955', '--', '1973', ',', 'ª', '2004', 'Blackwell', 'Publishing', 'Ltd', 'Arctic', 'diatom', 'biogeography', 'Table', '1', 'Summary', 'of', 'the', 'physical', 'and', 'chemical', 'characteristics', 'of', '62', 'Canadian', 'Arctic', 'lakes', 'Name', 'Variable', 'Unit', 'Mean', 'Median', 'Minimum', 'Lat', 'Long', 'Elev', 'DFC', 'AT', 'SfcA', 'Dep', 'pH', 'Ca', 'Mg', 'Na', 'K', 'Cl', 'SO4', 'SiO2', 'Cond', 'DIC', 'DOC', 'TKN', 'NN', 'NH3', 'PP', 'TPuf', 'CHLa', 'Latitude', 'Longitude', 'Elevation', 'Distance', 'from', 'coast', 'Mean', 'July', 'air', 'temperature', 'Lake', 'surface', 'area', 'Depth', 'pH', 'Ca', 'Mg', 'Na', 'K', 'Cl', 'Sulphate', 'Silica', 'Conductivity', 'Dissolved', 'inorganic', 'carbon', 'Dissolved', 'organic', 'carbon', 'Total', 'Kjeldahl', 'nitrogen', 'Nitrate', '--', 'nitrite', 'Nitrate', 'Particulate', 'phosphorus', 'Total', 'unﬁltered', 'phosphorus', 'Chlorophyll', 'a', '-LRB-', 'd.d.', '-RRB-', '-LRB-', 'd.d.', '-RRB-', '-LRB-', 'm', '-RRB-', '-LRB-', 'km', '-RRB-', '-LRB-', '°', 'C', '-RRB-', '-LRB-', 'km2', '-RRB-', '-LRB-', 'm', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'lS', 'cm', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'mg', 'L', '-RRB-', '1', '-RRB-', '-LRB-', 'lg', 'L', '-RRB-', '1', '-RRB-', '75.32', '-RRB-', '94.76', '183', '15', '5.29', '0.5727', '6.8', '7.8', '20.91', '5.15', '4.73', '0.765', '6.69', '20.41', '0.572', '131.2', '10.80', '1.88', '0.173', '0.011', '0.011', '0.009', '0.012', '0.65', '75.29', '-RRB-', '94.71', '151', '8', '5.05', '0.1711', '5.5', '7.9', '14.8', '4.25', '0.76', '0.21', '1.59', '2.1', '0.36', '79.1', '8.53', '1.1', '0.102', '0.01', '0.008', '0.004', '0.006', '0.62', '69.87', '-RRB-', '113.94', '15', '1', '2.93', '0.0001', '2.0', '7.0', '0.08', '0.01', '0.07', '0.008', '0.01', '0.1', '0.003', '5.0', '0.2', '0.5', '0.02', '0.003', '0.003', '0.002', '0.005', '0.1', 'Maximum', '82.13', '-RRB-', '66.98', '732', '62', '7.11', '8.16', '20.0', '8.6', '140.00', '21.70', '101.0', '13.6', '202.0', '395.0', '2.25', '998.0', '42.6', '13.5', '1.1', '0.046', '0.07', '0.064', '0.071', '1.77', 'SD', '3.51', '10.37', '123', '16', '0.99', '1.2776', '4.2', '0.4', '22.3', '5.15', '15.35', '1.86', '26.58', '62.19', '0.597', '188.6', '8.94', '2.24', '0.203', '0.009', '0.012', '0.013', '0.015', '0.45', 'and', 'productive', '-LRB-', 'Edlund', '&', 'Alt', ',', '1989', ';', 'CAVM', 'team', ',', '2003', ';', 'Fig.', '1d', '-RRB-', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['71', '79', '76', '73', '75', '69', '82', '80']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['93', '91', '87', '113', '66', '94', '76', '88', '99', '82', '98']	[]	[]
572099d9cf58f1aa422319bd	['Table', '3', 'Canonical', 'coefﬁcients', ',', 'associated', 't-values', 'and', 'intra-set', 'correlations', 'for', 'the', 'ﬁrst', 'three', 'axes', 'of', 'the', 'three', 'forward', 'selected', 'variables', 'in', 'the', 'ﬁnal', 'CCA', 'Canonical', 'coefﬁcients', 't-values', 'Intra-set', 'correlations', 'Environmental', 'variable', 'Axis', '1', 'Axis', '2', 'Axis', '3', 'Axis', '1', 'Axis', '2', 'Axis', '3', 'Axis', '1', 'Axis', '2', 'Axis', '3', 'AT', 'SiO2', 'TKN', '-RRB-', '1.02', '0.71', '-RRB-', '0.05', '-RRB-', '0.2', '-RRB-', '0.53', '1.23', '-RRB-', '0.42', '-RRB-', '0.86', '0.04', '-RRB-', '5.5', '*', '3.49', '*', '-RRB-', '0.22', '-RRB-', '1.67', '-RRB-', '3.98', '*', '9.2', '*', '-RRB-', '2.81', '*', '-RRB-', '5.16', '*', '0.21', '-RRB-', '0.79', '0.38', '0.04', '-RRB-', '0.01', '0.04', '0.87', '-RRB-', '0.61', '-RRB-', '0.92', '-RRB-', '0.50', '*', 'Signiﬁcant', 'at', 'P', '<', '0.05', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['81', '71', '79']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['92', '67', '98', '87']	[]	[]
572099d9cf58f1aa422319bd	['Nova', 'Hedwigia', ',', '76', ',', '225', '--', '243', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['76']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['76']	[]	[]
572099d9cf58f1aa422319bd	['of', 'lakes', '1', 'slpin', 'Staurosirella', 'pinnata', '-LRB-', 'Ehrenberg', '-RRB-', 'D.M.', 'Williams', '&', 'Round', '69.39', '2', 'sacfv', 'Staurosira', 'venter', '-LRB-', 'Ehrenberg', '-RRB-', 'Cleve', '&', 'Mo', '¨', 'ller', '58.02', '3', 'ampcop', 'Amphora', 'copulata', '-LRB-', 'Ku', '¨', 'tzing', '-RRB-', 'Schoeman', '&', 'Archibald', '55.11', '4', 'pseubre', 'Pseudostaurosira', 'brevistriata', '-LRB-', 'Grunow', '-RRB-', 'D.M.', 'Williams', '&', 'Round', '51.65', '5', 'pseupseu', 'Pseudostaurosira', 'pseudoconstruens', '-LRB-', 'Marciniak', '-RRB-', 'D.M.', 'Williams', '&', 'Round', '49.84', '6', 'ampina', 'Amphora', 'inariensis', 'Krammer', '47.86', '7', 'dentkue', 'Denticula', 'kuetzingii', 'Grunow', '46.47', '8', 'psmgfd', 'Psammothidium', 'grischunum', 'f.', 'daonensis', '-LRB-', 'Lange-Bertalot', '-RRB-', 'Bukhtiyarova', '42.16', '&', 'Round', '9', 'psammar', 'Psammothidium', 'marginulatum', '-LRB-', 'Grunow', '-RRB-', 'Bukhtiyarova', '&', 'Round', '33.17', '10', 'cycstell', 'Cyclotella', 'stelligera', '-LRB-', 'form', '2', '-RRB-', 'Cleve', '&', 'Grunow', '32.10', '11', 'framic', 'Fragilaria', 'microstriata', 'Marciniak', '26.72', '12', 'slpinvi', 'Staurosirella', 'pinnata', '-LRB-', 'long', 'form', '-RRB-', '-LRB-', 'Ehrenberg', '-RRB-', 'D.M.', 'Williams', '&', 'Round', '25.39', '13', 'slpinvla', 'Staurosirella', 'pinnata', 'var', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['72', '69']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['84']	[]	[]
572099d9cf58f1aa422319bd	['Code', '36', 'stakeo', '37', 'navcncc', '38', 'eunarc', '39', 'pseubref', '40', 'rospus', '41', 'adabry', '42', 'cocpleu', '43', 'hiphun', '44', 'navmen', '45', 'enpsubm', '46', 'nitfont', '47', 'neiampl', '48', 'navabs', '49', 'cocped', '50', 'chasoes', '51', 'nitscfon', '52', 'navlibo', '53', 'cycoce', '54', 'calten', '55', 'fallen', '56', 'navvulp', '57', 'enpdes', '58', 'euclep', '59', 'nitssad', '60', 'dipocc', '61', 'cymdel', '62', 'rospet', '63', 'enpces', '64', 'tabﬂoc', '65', 'achgran', '66', 'psamven', '67', 'psamlev', '68', 'adaminu', '69', 'encvent', '70', 'cymbot', '71', 'ampcopb', '72', 'achrupe', '73', 'cavcoc', '74', 'neiber', '75', 'euclae', '76', 'gomgra', '77', 'ampthu', '78', 'navcﬂu', '79', 'calsilva', '80', 'eucﬂe', '81', 'chasp', '82', 'navdigs', '83', 'cymsubb', '84', 'fraten', '85', 'calbac', '86', 'gomangm', '87', 'planper', '88', 'navmod', '89', 'braneo', '1972', 'Taxon', 'name', 'Stauroneis', 'koeltzii', 'Metzeltin', ',', 'Witkowski', '&', 'Lange-Bertalot', 'Navicula', 'cryptocephala', 'Ku', '¨', 'tzing/notha', 'Hohn', '&', 'Hellerman/chiarae', 'LangeBertalot', '&', 'Genkal', 'complex', 'Eunotia', 'arcus', 'Ehrenberg', 'Pseudostaurosira', 'brevistriata', '-LRB-', 'form', '1', '-RRB-', '-LRB-', 'Grunow', '-RRB-', 'D.M.', 'Williams', '&', 'Round', 'Rossithidium', 'pusillum', '-LRB-', 'Grunow', '-RRB-', 'Round', '&', 'Bukhtiyarova', 'Adalﬁa', 'bryophila', '-LRB-', 'Petersen', '-RRB-', 'Lange-Bertalot', 'Cocconeis', 'placentula', 'var', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['87', '84', '89', '66', '76', '85', '88', '82', '83', '67']	[]	[]
572099d9cf58f1aa422319bd	['dealpina', 'Lange-Bertalot', 'Diploneis', 'occulata', '-LRB-', 'Bre', '´', 'bisson', '-RRB-', 'Cleve', 'Cymbella', 'delicatula', 'Ku', '¨', 'tzing', 'Rossithidium', 'petersenii', '-LRB-', 'Hustedt', '-RRB-', 'Round', '&', 'Bukhtiyarova', 'Encyonopsis', 'cesatii', '-LRB-', 'Rabenhorst', '-RRB-', 'Krammer', 'Tabellaria', 'ﬂocculosa', '-LRB-', 'Roth', '-RRB-', 'Ku', '¨', 'tzing', 'Achnanthes', 'grana', 'Hohn', '&', 'Hellermann', 'Psammothidium', 'ventralis', '-LRB-', 'Krasske', '-RRB-', 'Bukhtiyarova', '&', 'Round', 'Psammothidium', 'levanderi', '-LRB-', 'Hustedt', '-RRB-', 'Bukhtiyarova', '&', 'Round', 'Adalﬁa', 'minuscula', '-LRB-', 'Grunow', '-RRB-', 'Lange-Bertalot', 'Encyonema', 'ventricosum', '-LRB-', 'Agardh', '-RRB-', 'Grunow', 'Cymbella', 'botellus', '-LRB-', 'Lagerstedt', '-RRB-', 'A.', 'Schmidt', 'Amphora', 'copulata', 'morph', 'B', '-LRB-', 'Ku', '¨', 'tzing', '-RRB-', 'Schoeman', '&', 'Archibald', 'Achnanthes', 'rupestris', 'Krasske', 'Cavinula', 'cocconeiformis', '-LRB-', 'Gregory', '-RRB-', 'D.G.', 'Mann', '&', 'Stickle', 'Neidium', 'bergii', '-LRB-', 'Cleve-Euler', '-RRB-', 'Krammer', 'Eucocconeis', 'laevis', '-LRB-', 'Østrup', '-RRB-', 'Lange-Bertalot', 'Gomphonema', 'gracile', 'Ehrenberg', 'Amphora', 'thumensis', '-LRB-', 'Mayer', '-RRB-', 'Cleve-Euler', 'Navicula', 'cf.', 'ﬂuens', 'Hustedt', 'Caloneis', 'arctica', '-LRB-', 'Krasske', '-RRB-', 'Lange-Bertalot', 'Eucocconeis', 'ﬂexella', '-LRB-', 'Ku', '¨', 'tzing', '-RRB-', 'Cleve', 'Chamaepinnularia', 'sp', '.1', 'Navicula', 'digitulus', 'Hustedt', 'Cymbella', 'subaequalis', 'morph', 'B', 'Grunow', 'Fragilaria', 'tenera', '-LRB-', 'W.', 'Smith', '-RRB-', 'Lange-Bertalot', 'Caloneis', 'bacillum', '-LRB-', 'Grunow', '-RRB-', 'Cleve', 'Gomphonema', 'angustum', 'Agardh', 'Planothidium', 'peragallii', '-LRB-', 'Brun', '&', 'He', '´', 'ribaud', '-RRB-', 'Round', '&', 'Bukhtiyarova', 'Navicula', 'modica', 'Hustedt', 'Brachysira', 'neoexilis', 'Lange-Bertalot', 'Max', '%', '7.37', '7.31', '7.30', '7.23', '6.85', '6.85', '6.74', '6.50', '6.43', '6.36', '6.30', '5.93', '5.68', '5.65', '5.58', '5.53', '5.37', '5.22', '5.21', '5.08', '5.07', '4.87', '4.81', '4.45', '4.44', '4.40', '4.15', '3.83', '3.76', '3.68', '3.59', '3.40', '3.35', '3.33', '3.19', '3.17', '3.10', '3.02', '3.01', '2.95', '2.94', '2.94', '2.93', '2.91', '2.88', '2.82', '2.82', '2.80', '2.80', '2.76', '2.74', '2.67', '2.57', '2.57', 'No', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['74', '81', '76', '82', '80']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['93', '91', '87', '94', '76', '85', '88', '82', '83', '95', '67']	[]	[]
572099d9cf58f1aa422319bd	['explanata', 'Hustedt', 'Achnanthes', 'gracillima', 'Hustedt', 'Max', '%', '2.54', '2.38', '2.22', '2.20', '2.12', '2.11', '2.06', '2.06', '2.06', '2.06', '2.06', '2.06', '2.01', '1.99', '1.96', '1.95', '1.90', '1.89', '1.86', '1.84', '1.82', '1.76', '1.76', '1.74', '1.74', '1.74', '1.72', '1.71', '1.67', '1.60', '1.59', '1.54', '1.52', '1.44', '1.43', '1.35', '1.27', '1.26', '1.24', '1.23', '1.19', '1.17', '1.16', '1.16', '1.16', '1.16', '1.14', '1.12', '1.12', '1.12', '1.11', '1.10', '1.08', '1.07', '1.01', '1.00', 'No', '.']	2004	['74', '81', '71', '79', '76', '73', '75', '69', '82', '80', '72']	['74', '71', '76', '82', '72']	['91', '87', '66', '88', '99', '82', '85', '67', '93', '92', '83', '84', '95', '89', '113', '94', '76', '90', '100', '109', '98']	['89', '76', '90', '99', '82', '84', '95', '67']	[]	[]
54b43269e138239d8684f973	"['Unnamed', 'Cirque', ',', 'Adamsons', 'Peak', '-LRB-', 'Far', 'Southeast', 'Coast', ':', '43', ""''"", '2', '/', '`', 'S', ',', '146', ""''"", '49', ""'"", 'E', '-RRB-', 'Adamsons', 'Peak', 'is', 'a', 'spur', 'extending', 'eastward', 'from', 'a', 'chain', 'of', 'high', 'dolerite', 'plateaus', 'to', 'within', '16', 'km', 'of', 'the', 'coast', '.']"	1979	['43', '42']	['43']	['146']	['146']	[]	[]
54b43269e138239d8684f973	"['rounding', 'dryland', 'vegetation', 'is', 'Eucalyptus', 'Brown', 'Marsh', '-LRB-', 'Southern', 'Central', 'Plateau', ':', '42', ""''"", '13', ""'S"", ',', '146', ""''"", '34', ""'"", 'E', '-RRB-', 'The', 'Central', 'Plateau', 'is', 'a', 'high', ',', 'flattish', 'dolerite', 'plateau', 'of', 'ca.', '10,000', 'km', ""''"", 'in', 'the', 'center', 'of', 'the', 'island', '.']"	1979	['43', '42']	['42']	['146']	['146']	"[""13,'S,,,146,'',34,',E""]"	[]
58b2760acf58f110c0cad979	['This', 'deposit', 'is', 'situated', 'at', 'the', 'edge', 'of', 'a', 'large', 'valley', 'of', 'the', 'lower', 'course', 'of', 'the', 'Ohře', '-LRB-', 'Eger', ',', 'in', 'German', '-RRB-', 'River', '-LRB-', '50', '°', '23ʹ', '12ʺ', 'N', ',', '14', '°', '7ʹ', '50ʺ', 'E', ',', '180', 'm', 'above', 'sea', 'level', '-RRB-', '.']	2016	['50']	['50']	['14']	['14']	[]	[]
54b43267e138239d8684f3ec	['SITE', 'LOCATION', 'AND', 'STRATIGRAPHY', 'The', 'site', '-LRB-', 'Fig.', '1', '-RRB-', 'is', 'located', '1.7', 'km', 'northeast', 'of', 'the', 'Drake', 'Oil', 'Well', 'historic', 'site', 'and', '2.5', 'km', 'southeast', 'of', 'Titusville', ',', 'on', 'the', 'south', 'valley', 'wall', 'of', 'Pine', 'Creek', ',', 'Venango', 'County', ',', 'Pennsylvania', '-LRB-', '41Њ36', '58Љ', 'N.', ',', '79Њ38', '22Љ', 'W.', ';', 'elev', '.']	1996	['41']	['41']	['79']	['79']	[]	[]
54b43267e138239d8684f3ec	['of', 'individuals', 'in', 'sample', '2', '3', '4', '56', 'p', ',', 'e', '1', '--', '1', '2', '--', '--', 'e', '--', '--', '--', '4', '1', '--', 'e', '--', '--', '1', '11', '--', '2', 'h', '2', '--', '1', '--', '--', '--', 'h', '--', '--', '--', '1', '--', '--', 'p', ',', 'e', '8', '1', '3', '8', '2', '--', 'h', ',', 'p', '2', '1', '--', '--', '--', '1', 'e', '--', '--', '--', '--', '--', '--', 'e', '--', '--', '--', '1', '--', '--', 'p', '2', '--', '--', '--', '1', '--', 'p', '--', '--', '1', '--', '--', '--', 'p', '2', '1', '6', '1', '--', '--', 'p', '1', '--', '--', '--', '--', '1', 'h', ',', 'p', ',', 'e', '8', '22', '22', '32', '9', '7', 'p', '--', '--', '--', '2', '--', '--', 'p', '1', '1', '1', '3', '--', '--', 'p', ',', 'e', '2', '1', '5', '1', '--', '7', 'p', '--', '--', '--', '1', '--', '--', 'p', '--', '--', '1', '--', '--', '--', 'e', '36', '24', '9', '79', '19', '35', 'h', ',', 'p', '--', '1', '3', '2', '2', '1', 'p', '--', '--', '--', '3', '--', '--', 'tg', '&', '--', '--', '--', '1', '--', '--', 'tg', '&', ',', 'st', '&', '--', '1', '1', '--', '1', '--', 'e', '4', '1', '--', '--', '--', '--', 'p', ',', 'e', '1', '3', '1', '1', '--', '1', 'p', '5', '6', '4', '9', '--', '2', 'h', ',', 'p', ',', 'e', '41', '15', '33', '63', '8', '35', 'h', ',', 'p', ',', 'e', '116\xa0108\xa0126\xa0100', '20', '25', 'h', ',', 'p', '68', '38', '2', '21', '9', '3', 'h', ',', 'p', ',', 'e', '1', '--', '11', '14', 'p', '--', '--', '1', '--', '--', '1', 'e', '9', '17', '20', '23', '4', '8', 'h', ',', 'e', '9', '2', '1', '18', '--', '--', 'p', '1', '1', '1', '--', '--', '--', 'e', '1', '2', '--', '--', '--', '--', 'e', '4', '32', '5', '--', '--', 'h', ',', 'p', ',', 'e', 'p', ',', 'e', '1', '1', '2', '3', '--', '1', '--', '4', '2', '2', '3', '--', 'h', ',', 'p', ',', 'e', 'e', 'p', ',', 'e', '3', '--', '--', '--', '--', '--', '--', '1', '--', '--', '1', '--', '1', '1', '1', '1', '--', '--', 'p', ',', 'e', '1', '--', '1', '11', '2', 'p', '--', '--', '1', '4', '--', '--', 'e', '--', '--', '--', '--', '--', '--', 'e', 'h', ',', 'p', ',', 'e', 'p', '1', '--', '--', '--', '1', '--', '--', '1', '--', '1', '--', '--', '--', '--', '--', '1', '--', '--', '1967c', '--', '--', '--', 'A', ',', 'C', '--', 'A', ',', 'C', ',', 'E', 'A', ',', 'E', 'B', 'E', 'A', '--', 'A', ',', 'D', '--', 'A', '--', 'E', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', '--', 'B', '--', '--', '--', 'BEETLE', 'EVIDENCE', 'OF', 'MID-WISCONSINAN', 'INTERSTADE', '221', 'TABLE', '1', '--', 'Continued', 'Taxona', 'Skeletal', 'partsb', '1', 'Minimum', 'no', '.']	1996	['41']	['41']	['79']	['79']	[]	[]
